,id,img,label,text
3253,9624,img/09624.png,1,white people already paid reparations
1291,50683,img/50683.png,0,you're one ugly motherfucker
3920,81254,img/81254.png,0,shout out to my nsa agent giving my memes 1 view even before i submit them
3208,61940,img/61940.png,0,when an indian goes for walk with his dog
1337,80943,img/80943.png,0,did my post offend you? tell me which one so i can post ten more just like it you sensitive little bitch
5315,96081,img/96081.png,1,ankle compilaion when you stoned your 3rd wife yesterday and you're lonely
7140,53618,img/53618.png,1,"if a phobia is a fear, how can i be ""homophobic"" or transphobic""? who fears a man in a dress?! why would i fear a man who takes it up the ass by another man? repulsed, yes definitely. fear? no way. the only fear i have is the outcome of what society will look like if these people keep breeding"
5649,20598,img/20598.png,0,it warms my heart seeing fathers spending time woth their kids
2771,2475,img/02475.png,0,therapy dogs are now being trained to console rape victims of muslims
1209,31896,img/31896.png,0,i'm not saying it was muslims but it was muslims
6825,37864,img/37864.png,0,best holiday gift for muslims
4091,52607,img/52607.png,1,say it again jerry i shoot ilegals
5976,34695,img/34695.png,0,omg he's mad
4005,14976,img/14976.png,0,where's jaws when you need him
9553,35279,img/35279.png,1,when you convert your dishwasher into a weed eater
5596,62590,img/62590.png,0,your race card has been declined do you have another form of argument?
6209,14879,img/14879.png,1,crawling in mein skin these jews they will not heil!
6085,39526,img/39526.png,0,when you're still fucked from last night's bender and sunglasses aren't gonna cut it
10040,19740,img/19740.png,1,where we were where we are from
12145,19470,img/19470.png,0,"praise be to god, in the name of jesus christ"
8876,93620,img/93620.png,1,in other countries in pakistan
6457,10946,img/10946.png,1,glad she put the paper up someone might recognise her
8897,28190,img/28190.png,1,when finishing a race is your passion
6169,34982,img/34982.png,0,would you look at that this dryer comes with a free dishwasher
2540,68512,img/68512.png,1,what's that smell?
3003,49106,img/49106.png,0,my goal for 2019 is to accomplish the goals of 2018 which i should have done in 2017 because i promised them in 2015 and planned them in 2014
5885,34592,img/34592.png,0,trusting people has made me the asshole i am today
634,42015,img/42015.png,0,wow they are upset
8620,87169,img/87169.png,1,albanians talking photo with a porn star
11840,31540,img/31540.png,0,burning pizza that means so much to you
4928,37860,img/37860.png,0,so glad i grew up doing this not this
6622,89437,img/89437.png,1,an expensive gas bill? i did nazi that coming
11614,6827,img/06827.png,0,imagine a world without hate
5893,25791,img/25791.png,0,if i dont fuck with you this is how i act if youre around
1566,9382,img/09382.png,0,you've been hungerstruck!!
3367,91083,img/91083.png,0,a muslim walks into a gay bar bartender: what will it be? muslim: free shots for everyone!
4943,43087,img/43087.png,0,back in the day when you couldn't hide behind a computer screen
11118,82039,img/82039.png,1,refugees welcome
7479,93786,img/93786.png,1,"when the exchange student from america pulls out his assault rifle ""we don't do that here"
5289,54691,img/54691.png,0,when you're looking at all the people in their hot summer bods... and you feel sorry for all the taco tuesdays they must have missed!
8219,16830,img/16830.png,0,the holocaust is a sad moment in history
11549,21846,img/21846.png,0,nobody's taking away my gun rights
2767,18739,img/18739.png,0,my feelings a new amazing anime all must suffer with my new angsty episode
4641,81036,img/81036.png,0,perfect day until you remember you haven't showered in a week
6402,98461,img/98461.png,1,when you finally buy a dishwasher this works a lot better than a sponge
11873,21380,img/21380.png,0,share a coke with your friend
3584,34751,img/34751.png,1,muslims: screaming about their religion being attacked christians and jews: -first time?
6139,53628,img/53628.png,0,if her legs aren't shaking when you are done you're not done
7489,5294,img/05294.png,0,a little bird told me it is going to be a beautiful day. i ate it
5930,28517,img/28517.png,0,if your grandma's couch was always covered in plastic it's because she was a squirter
655,46251,img/46251.png,0,"so the military is doing its job, but not getting paid. and congress is not doing its job, but getting paid?"
2943,40693,img/40693.png,0,that job interview was going so well. until i realized i was fucked up on acid in the middle of a cornfield naked and talking to a scarecrow. fucked up memes funny messed up pictures
9668,36184,img/36184.png,0,"what did i do, i am so angry at myself"
1582,18052,img/18052.png,0,when you're looking cute as hell at the gym
11130,23105,img/23105.png,1,great financial news for me this morning no longer have to send $16 a month to that african kid
7997,82794,img/82794.png,0,sweet jesus we're delicious
2486,72506,img/72506.png,0,you call me a goat fucker like it's a bad thing
10597,86302,img/86302.png,1,when she finally lets you put it in her gas chamber
3071,7632,img/07632.png,0,when someone makes eye contact with you while you're doing cardio look away!
1929,85461,img/85461.png,1,racing for pink slips in africa
7551,62580,img/62580.png,1,lawdi what wrong with these cherr'n?
2471,72914,img/72914.png,0,i don't see whats wrong with him other than he stole that wheelchair
1739,37084,img/37084.png,0,stay in step you loser
4039,49120,img/49120.png,0,my eyes are always bloodshot after sex i think it's from the pepper spray
10753,12630,img/12630.png,1,the theory of evolution. it has just been proven
3159,90587,img/90587.png,1,me: *locks the door* every jew in the gas chamber:
9682,25893,img/25893.png,0,the evolution of man
12264,96382,img/96382.png,0,how to fix a noisy dishwasher
1525,34671,img/34671.png,0,look! it says it right here! we can fuck goats!
6837,47529,img/47529.png,0,when the wife comes home early and the valve covers in the dishwasher are still on rinse
10014,32960,img/32960.png,0,when your dad comes to career day but forgets to bring your happy meal
12187,90173,img/90173.png,0,"""my husband told me to make him a sandwich i need a good comeback i would come back with a sandwich"""
5125,69052,img/69052.png,0,women should date men with beards beacuse growing a beard takes patience the kind of patience it takes to deal with your shit
11697,76540,img/76540.png,0,my stomach after 10th shot
6533,80612,img/80612.png,1,r.i.p trayvon martin
10626,68759,img/68759.png,1,3 muslims walk
4908,93405,img/93405.png,1,i like my coffee like i like my women in the kitchen where they belong
11022,29847,img/29847.png,1,"you should thank me for what i've done, there would have been more of them"
4014,31927,img/31927.png,0,anymore pictures ? im kiddin let me pose
244,10659,img/10659.png,0,chinese ppl be like happy thanksgiving
7453,35429,img/35429.png,0,hey muslim eat me!
5048,73082,img/73082.png,1,almost all terrorism is sponsored by saudi arabia before the solution to terrorism after problem solved
11711,5769,img/05769.png,0,found this old photo of our grand parents playing leap frog
105,80521,img/80521.png,0,him: the dishwasher is acting weird her: what's it doing? him: chopping fucking vegetables
7180,98071,img/98071.png,0,be happy if your baby was born healthy they are a blessing
8617,21643,img/21643.png,0,haha pig man is peeing standing up
9417,57369,img/57369.png,0,lose 15 lbs with this 1 simple trick photoshop
7219,45120,img/45120.png,0,don't do crime or you'll be in prison like me
11095,30246,img/30246.png,1,"look at the plane, *was it's your uncle samir"
8863,73482,img/73482.png,0,it's time we took guns away and put them out of the reach of our children
6725,84527,img/84527.png,1,don't get me started about your tranny problems
9748,7193,img/07193.png,1,things i love to hunt
10216,34708,img/34708.png,1,nowadays chicks feel like showing skin is a sign of confidence but in reality its a form of insecurity because they have nothing else to offer other than sexuality
2157,14823,img/14823.png,1,you are the funny one maybe i'll kill you last
12185,69570,img/69570.png,0,i hate when people assume they know me but they don't
8948,64312,img/64312.png,1,"no, that's not his daughter.. that's his wife! yet the world is silent.."
4229,27905,img/27905.png,0,i'm what the new working man looks like'
9054,62093,img/62093.png,0,when they say white folks don't know how to cook
9312,8795,img/08795.png,0,when you are white and working in oil field
6542,93867,img/93867.png,0,you mean she wasn't german?
9674,37092,img/37092.png,0,mentally retarded teenagers with stuffed animals they made
2255,59362,img/59362.png,0,"obama's fbi did not break ""rules"" or ""policies."" they broke laws. they did not make ""mistakes."" they committed crimes"
4467,21836,img/21836.png,0,if'm yous still 1 teef at 30 y'all don't know how ta live
8162,47032,img/47032.png,0,"much butthurt, i sense in you"
10958,69731,img/69731.png,1,"knock, knock who's there not this bitch ( obviously )"
6012,3675,img/03675.png,0,because of trump i got fired from my job
2814,86741,img/86741.png,0,"i like big girls because, no matter where you grab them it feels like titties.."
7555,87065,img/87065.png,1,once a year women go completely crazy for about 365 days
8331,87543,img/87543.png,0,what if i told you the on-ramp is designed for you to reach the same speed as traffic before merging
4337,61380,img/61380.png,0,who you gonna call? ghostbusters
11076,94012,img/94012.png,1,they're not alllll rapists... right?
494,14697,img/14697.png,0,"everyone knows hitting appliances that stop working, sometimes fixes the problem"
1142,39640,img/39640.png,0,michael you can afford it
3104,31764,img/31764.png,0,"when the safe word is ""flower"" but she kept saying ""flour"""
3543,1256,img/01256.png,1,when your debit card decline at the abortion clinic and they have to put the baby back in
11222,62915,img/62915.png,1,when you wanna delete google chrome but you accidentally delete your chromosome
8524,2568,img/02568.png,1,whatsthe difference between heroin and i? cops think twice before shooting heroin
6302,36789,img/36789.png,0,you've been hungerstruck!!
1171,80165,img/80165.png,0,look! johnny knoxville! it's ba'am!
4756,24853,img/24853.png,0,where do suicide bombers go after they die? everywhere
4411,54370,img/54370.png,0,when you stoned your 3rd wife yesterday and you're lonely ankle compilaion
10707,85796,img/85796.png,1,"72 virgins huh? well then, lets get these boys laid"
4593,45281,img/45281.png,1,no woman commits suicide of they fail to find broke guy for marriage
5815,23859,img/23859.png,0,when eminem found out he couldn't be a juggalo !
689,74631,img/74631.png,0,when each letter is a mental disorder
2757,64758,img/64758.png,0,when ur so excited to beat the essential oils out of a manbun that you almost snap your hippie stick
11589,65127,img/65127.png,0,the perfect role play doesn't exis....
2143,41387,img/41387.png,1,the only time you'll see a muslim hugging a pig
577,38156,img/38156.png,0,"we used to have safe neighborhoods now we have ""diversity"""
9436,74906,img/74906.png,1,are you a boy or a girl i'm non binary
11281,17934,img/17934.png,1,went down on a muslim bitch her pussy was the bomb!
12163,27510,img/27510.png,0,"they don't know how to use condom, this is the only way to control their population"
11435,3527,img/03527.png,0,this bullshit started because of this bullshit thanks to this asshole
12309,37941,img/37941.png,0,when you want to enter islam when you want to leave islam
4121,78564,img/78564.png,1,"when you take your dishwasher to the restaurant, but it starts talking"
4534,60213,img/60213.png,1,then he said i couldn't come to the barbecue because i always burn the franks
4244,65179,img/65179.png,0,how i see kim burell everytime she grabs a mic
866,53924,img/53924.png,0,mom : can you mash the vegies me :
10853,15632,img/15632.png,1,handjobs 50% off
12282,50731,img/50731.png,0,we live in a society where they lecture on morals and biology
6828,7356,img/07356.png,1,my husband told me to make him a sandwich i need a good comeback i would come back with a sandwich
12154,17036,img/17036.png,0,refugees welcome
2309,18937,img/18937.png,0,if it fits it ships
4801,76351,img/76351.png,0,this is anne frank in june 1929
2494,95687,img/95687.png,1,the muslim on the front door be like: no full auto in buildings
3752,78650,img/78650.png,0,i remember when your mom dropped you off to school she got a fine for littering
60,90471,img/90471.png,1,"relax mexicans you are rapists, drug lords and criminals"
11761,7245,img/07245.png,0,what if tornadoes are actually created secretly by the government them bastards
1804,60841,img/60841.png,1,why do jewish men like to watch porn movies backwards? they like the part where the hooker gives the money back
7075,36781,img/36781.png,0,in your country police are paid to protect poor liberals and rich liberals who want to disarm everybody
9026,93425,img/93425.png,0,i don't understand why they shot him he didn't run from the police
3108,41372,img/41372.png,1,mississippi wind chime
7851,20473,img/20473.png,0,this is what vitiligo looks like in african males
1161,72658,img/72658.png,0,i'm not sorry
12011,58694,img/58694.png,0,women use chemicals to remove polish everyday and no one bats an eye i use chemicals to remove the polish and suddenly i'm the world's biggest villain!
2035,35091,img/35091.png,1,with black power comes no responsibility
9597,1627,img/01627.png,1,jew jerky: leave out in the sun until all moisture is gone store in a cool dark place for 3 days
7936,41689,img/41689.png,1,"together, my brothers, the islamic state will rise"
11265,58394,img/58394.png,1,how white liberals treat minorities who don't vote democrat
5555,46021,img/46021.png,1,farmersonly.com... where white trash meet other white trash
2385,89072,img/89072.png,1,white cop kills black man black man kills black man
7642,52071,img/52071.png,0,i'm tired boss mostly i'm tired of doing time in fb jail because snowflakes get offended over everything
6142,43905,img/43905.png,1,black on black
7222,15892,img/15892.png,1,womens day gift packs
8906,43805,img/43805.png,1,the original scarecrow
3103,80942,img/80942.png,0,never forget i was killed in front of my children and my pregnant wife
4294,50438,img/50438.png,1,what it looks like when cancer gets aids
6911,2647,img/02647.png,0,notice how the kenyan skidmark has been silent about the mueller report?
264,75102,img/75102.png,0,whose dick do i have to suck to get these charges dropped?
2155,52803,img/52803.png,1,me: puts bag of popcorn into the microwave everyone at the senior center :
2482,37018,img/37018.png,1,muslims have sex with goats wipe their asses with their hands and drink camel piss but i'm the unclean one!
6798,82169,img/82169.png,0,meanwhile at the isis strip club
5834,17359,img/17359.png,1,damn bruh ann frank sister thicc af no wonder the holla cost famous for it shower scenes lmao
3511,49682,img/49682.png,0,muslim men :thinking about jannah
7141,52473,img/52473.png,0,achmed im pregnant
702,87203,img/87203.png,0,domestic violence should never be tolerated
3278,87461,img/87461.png,0,ford owners be like.. cash me ousside walkin' cause my ford's broke agin how bow dah?! lol~camo kid~
10622,28164,img/28164.png,1,the original derp-fac
6625,48520,img/48520.png,0,a short histoy of u.s. presidents
3722,16734,img/16734.png,1,a head diaper is required when you have shit for brains
8009,59012,img/59012.png,1,"i don't always see muslims at the public swimming pool but when i do, i always tap this sign"
2501,65103,img/65103.png,0,mornings be like
10440,92783,img/92783.png,1,what's better than winning a gold medal in this contest walking
8706,1967,img/01967.png,0,when you decide to stop racism by burning its symbol
10902,50416,img/50416.png,1,handjobs sold seperately
4606,63720,img/63720.png,0,i dont like sandwiches . oh well nevermind ..
2742,19783,img/19783.png,1,this is what science does for humanity this is what islam does for humanity
8561,83920,img/83920.png,1,"just under 17 and a half years ago, 19 people were allowed into the us who should not have been all these years later, we are told that the answer to safety is to allow everyone in"
7839,27891,img/27891.png,0,deep the stupid runs swallow your mother should have
6616,53268,img/53268.png,1,caution 49 killed in a mosque ...heightened security travel 4000 killed a year by illegals smuggling and illegal immigration may be encountered in this area ...wide open borders
7191,39465,img/39465.png,0,i didn't do it
12392,97528,img/97528.png,0,how you look when youre black and you celebrate the 4th of july
1493,60357,img/60357.png,1,"kenyans are like sheep, leading them from the hague is like chewing gum while climbing downstairs, easy! come baby, come!!! let's chew gum together."
9843,75136,img/75136.png,0,two white men hanging out
8663,96180,img/96180.png,1,putting bows on your pet
10735,71543,img/71543.png,1,"when her mouth says no but her body says ""like i'ma gonna stop you"""
1782,42871,img/42871.png,1,immigrant problem problem fixed
10533,36421,img/36421.png,1,freakin white people... so annoying.
10074,56294,img/56294.png,1,she put on the purple lipstick and she became the bomb
11736,24018,img/24018.png,0,let's play hide n seek
10061,13297,img/13297.png,0,the original derp face
4864,71584,img/71584.png,0,"look! we have a right to be angry, stop bombing our country"
8197,54023,img/54023.png,1,companies when pride month ends:
5968,94352,img/94352.png,1,whitesox ticket: $55 beer: $8 hot dog: $6 watching a muslim from kenya throw a 28 mph fastball like an 8 yr old little girl: priceless
10668,76598,img/76598.png,1,look at this snack 279 likes damn who took a bite
4964,36294,img/36294.png,0,when you accidentally send a d**k pic to your mother
1009,36281,img/36281.png,0,everyone wants me to read the constitution but it's written in cursive
8196,57421,img/57421.png,1,when the squad is about to get lit.
6858,3482,img/03482.png,0,i try not to be bias
11379,35261,img/35261.png,0,a child reenacts one of hitlers speeches
279,51736,img/51736.png,1,"""america has stolen the jews the jews of god. his jewelry. the negroes. they are the true hebrews"" google it"
9943,54830,img/54830.png,0,i told you don't heat fish in the microwave
7496,37901,img/37901.png,0,"put'n the ""ham"" in mohamed"
10130,76180,img/76180.png,0,how to get stoned without smoking weed
9337,84762,img/84762.png,1,do you know how to turn your dishwasher into a snowblower? throw em a shovel
11524,91274,img/91274.png,0,the face you make when you visit the zoo for the hundredth time
1394,54170,img/54170.png,0,when you wake up a minute before you alarm goes off
10641,41082,img/41082.png,1,gas was this high
7429,73485,img/73485.png,0,logan act arrest him now john kerry is now a treasonous pos
7055,48031,img/48031.png,0,my irony meter just exploded
3232,71354,img/71354.png,0,we got my blind cousin a puppy for christmas
53,58371,img/58371.png,0,when you suck at photoshop
5989,16439,img/16439.png,1,cannibalism
3346,6319,img/06319.png,0,proof you don't have to fly a plane into a building to destroy a nation!
1227,51972,img/51972.png,0,ww2 was not a game
11799,21938,img/21938.png,0,"wait, wife come back!! didn't mean to laugh, really you look beautiful to me"
2010,71095,img/71095.png,1,"hijab babrie comes with stones, shovel and removable head"
7969,14239,img/14239.png,0,cammed corvette starts up mustang pisses itslef
8216,92357,img/92357.png,1,imagine a group of people filled with so much hatred they have to make laws making it illegal to hate them
7036,72901,img/72901.png,0,don't ever lie to me if you tell me the truth no matter how fucked up it is i'll respect you more
8254,4163,img/04163.png,1,i will kill this white man ooo wwe fans
717,25706,img/25706.png,0,some people have to walk 20 miles a day for fresh water. some kids will never know the struggle
606,12867,img/12867.png,1,"part of america, ""muslims have always been starting in colonial times"" and they were hijackers and terrorists back then too you f'n jackass"
10678,47026,img/47026.png,1,mein kamp pun.com
9790,76103,img/76103.png,0,farming simulator 1800
5895,85346,img/85346.png,0,allah is watching you
4416,28360,img/28360.png,0,the pope says trump is not a christian because christians dont build walls vatican walls are 40 feet high
5787,13470,img/13470.png,1,muslims in 2001 defund homeland security! muslim in congress 2019
12279,46390,img/46390.png,0,"what do i have in common with cow pies? xxx the older we get, the easier for you to pick us up!"
115,78409,img/78409.png,1,i stand with hitler these was this time at auschwitz when i needed medical attention and doctor mengele was there for me
4143,84125,img/84125.png,0,when you beat the red light
4437,73480,img/73480.png,1,just bought my first slow cooker!
3502,32168,img/32168.png,0,adding coolant when the farm equipment overheats
10744,37496,img/37496.png,1,"""hey carl, whatcha doin?"" ""just passing out invitations allah"""
999,45730,img/45730.png,1,the last thing a tr*nsexual sees before it gets sent to hell
400,67384,img/67384.png,1,what's hillary's favorite pizza? little seizures
7008,12059,img/12059.png,1,the only kkk to ever let black men in
7962,98564,img/98564.png,0,look your dad fucked goats.. i capped him...sorry..
4174,46529,img/46529.png,0,look son...another terror attack by peaceful bears!
3265,19726,img/19726.png,1,when the bitch ass jews won't eradicate themselves so you help them along the way
727,67984,img/67984.png,1,i'm not sexist sexism is wrong and being wrong is for women
8340,5743,img/05743.png,0,how your booty feels after the taco bell drops
10058,31920,img/31920.png,0,"if a rabbi got into a fight, how would he defend himself? he would use jew jitsu!"
10091,36810,img/36810.png,0,crazy bitches be like.. who the fuck is amber alert?
10271,42830,img/42830.png,0,what if tornadoes are actually created secretly by the government to destroy these
9917,81075,img/81075.png,1,they're not alllll rapists... right?
12126,49315,img/49315.png,0,islam is the religious of love and peace
9269,64510,img/64510.png,0,mohammad won the contest in putting underwear on goats
8303,57236,img/57236.png,1,when buslim nibba see his sister
8699,35470,img/35470.png,0,can you smell what the reigh is cooking
2355,70821,img/70821.png,0,cooooooooooooon!!!!
3894,83549,img/83549.png,1,first off i am hebrew! not a damn muslim get it right
2934,5482,img/05482.png,0,stupid you are breed you should not
2197,83764,img/83764.png,1,"muslim at the entrance: ""hello brother!"" brenton tarrant:"
5751,97436,img/97436.png,1,"we will take over politically, oust the constitution establish sharia law, and behead all non- muslims, right in the streets of america"
11565,65097,img/65097.png,0,that look on your face when you decided to use the same bathroom as my daughter!!
10265,94107,img/94107.png,1,because even other planets need crime
11834,14862,img/14862.png,0,i got 99 reasons why i'm awsome
97,30247,img/30247.png,0,broken chair
2643,6213,img/06213.png,1,the us navy keeping tranny hookers laid since 1775
5933,74862,img/74862.png,1,him: the dishwasher is acting weird her: what's it doing? him: chopping fucking vegetables
1546,82603,img/82603.png,0,"felt cute, might go sit down to pee idk"
4157,59623,img/59623.png,1,me trying to tell my her not giving a shit liberal friend how because all men are much i love and trash appreciate her
6030,36459,img/36459.png,0,kid with cancer: so when i get out of the hospital i'm going to join you? the avengers visiting him:
10180,48735,img/48735.png,0,when your parents ask why the gas bill is so high
3544,56907,img/56907.png,1,how to tell if it's your turn to do laundry 1. look down your pants. 2. do you have a penis? 3. then it's not your turn
9470,3798,img/03798.png,0,"hey, i just met you and this is crazy but here's your number... so camping, maybe?"
3733,1497,img/01497.png,1,now back to the married islamic classic.. to children
170,81069,img/81069.png,0,when you bout to nut in your cousin and you hear the barn door open
3991,91476,img/91476.png,1,when the autistic black kid start giving the n-word pass to everyone this will be the end of wakanda
8614,76092,img/76092.png,0,everybody is afraid of gangs
4941,98215,img/98215.png,0,don't move and give me your money
6954,1962,img/01962.png,0,i put makeup for my profile photo
4030,24580,img/24580.png,0,"when you've had a rough day but you're trying to stay positive ""it's great. i'm great. everything's just great."""
3487,45603,img/45603.png,1,"what are they fighting over? is it: a) the last pan ducle b) he accidentally touch the homies hand passing a beer? c) foo used the last of the three flowers. d) homie said ""i got you on gas"" but he only has $3!"
11223,61489,img/61489.png,1,women astronaut because sandwiches won't make themselves up here
4942,15839,img/15839.png,0,"""if that fuckin bastard wins, we're all going to hang g from nooses! you better fix this shit!"" -hillary clinton email to donna brazile october 17, 2016"
2905,48357,img/48357.png,0,welcome to melbourne
3067,74083,img/74083.png,0,ready for prom
6056,29850,img/29850.png,0,crackers gonna crack
2954,30182,img/30182.png,0,a fast sandwich maker
9289,73601,img/73601.png,1,when you are white and stole your first bike
1975,78054,img/78054.png,0,when everything is going wrong but you're positive
8365,6589,img/06589.png,1,on ala akbar i will fuck ur goats
1783,57260,img/57260.png,0,baked potatoes for everyone
9904,14602,img/14602.png,1,best polish removers
10078,26358,img/26358.png,0,charcoal mask. looks cool. tastes weird
6644,5231,img/05231.png,0,the name's bob... bob
12144,54698,img/54698.png,0,how white liberals treat minorities who don't vote democrat
7777,27630,img/27630.png,0,beep beep motherfucker
5817,14726,img/14726.png,1,i'm not racist my drug dealer is black
9189,2143,img/02143.png,1,"doesnt have food, water, electricity proud of nuclear weapons"
9656,50643,img/50643.png,0,things i love to hunt
617,73204,img/73204.png,1,muslims in 2001 defund homeland security! muslim in congress 2019
4710,76510,img/76510.png,0,"chelsea clinton... so ugly that when she gives head, it counts as anal"
11730,38652,img/38652.png,0,claims that her ancestors fought an enemy these are those enemies
10475,80231,img/80231.png,1,"transrepublican identifies as a republican, but is really a democrat"
9857,20854,img/20854.png,0,can you spot the difference?!?!? didn't take me long either - 1st car's red
7844,86479,img/86479.png,1,i suppose a sandwich is out of the question?
11089,18043,img/18043.png,1,"""blue power tie red power tie white power tie"
8685,71620,img/71620.png,1,we are returning our broken coffee maker
8662,42580,img/42580.png,1,jack and jill went up the hill so jack could lick her candy but jack got a shock and a mouthful of cock cause jills real name was randy
8404,75349,img/75349.png,1,"""do you like your juice cold?"" ""no, i like my jews well done"""
6274,23459,img/23459.png,0,i don't understand your specific kind of stupid but i do admire your total commitment to it
9887,4583,img/04583.png,1,mom won't let me use the oven with my jewish friends
9803,86425,img/86425.png,0,islam is the religious of love and peace
12299,71298,img/71298.png,0,"hey there delilah, what's it like in new york city"
7960,85709,img/85709.png,0,it's messed up you can accidentally make a baby but you can't accidentally make a pizza
1579,7916,img/07916.png,0,theleft will never condemn sharia law the muslim vote matters more to them than preserving the constitution
465,28704,img/28704.png,0,our voice can change history for better or...worse
9461,83264,img/83264.png,1,randomly deciding to bake something
3428,58023,img/58023.png,1,my hands look like this so she can look like this
358,79054,img/79054.png,0,that face you make when you get asked a question and have to think on it for a while
497,1524,img/01524.png,0,when you catch your goat with another man
10817,98315,img/98315.png,1,the only shining part on them. the handcuffs
6176,62315,img/62315.png,0,i'm arresting you for public intoxication
7327,31649,img/31649.png,1,"whenever a white gay compares their struggle to that of a black woman well yes, but actually no"
10930,28097,img/28097.png,1,why are we smart? because we went to camps!
5196,34258,img/34258.png,0,"when she cooks, cleans & sucks a mean dick but you gotta work"
11004,1278,img/01278.png,1,hope on a rope it's what everyone's been waiting for
6969,70362,img/70362.png,0,master chef with low rating master chef with high rating ''
2096,49670,img/49670.png,1,covers his wife from head to toes because sexual thoughts are satanic blows himself up because someone promised him72 virgins to f*ck with
1001,83901,img/83901.png,0,am i gonna wish you happy birthday? dafuq else im'a do
9158,89071,img/89071.png,1,they don't wash their ass with water and they eat their daughters' ass
3325,35860,img/35860.png,0,sacred cross? let me call my friend who's an expert in holy relics
11232,43017,img/43017.png,1,when someone asks me how many chromosomes i have more than you
5170,61270,img/61270.png,1,i am a gamer not because i don't have a life but because i hate women and minorities
9285,50841,img/50841.png,0,give them what they deserve kill them all
5909,6914,img/06914.png,1,"""never forget"" - you said. i am the proof you have forgotten"
190,63095,img/63095.png,0,when you have errands to run but you're too tired to deal
8712,62948,img/62948.png,1,"black lives matter >""how"",""why""and ""to whom"" is unclear"
9017,8416,img/08416.png,0,steel workers sweep ashes oto raw iron
6768,1527,img/01527.png,0,oh no i can't run anymore
4925,65289,img/65289.png,0,the ruling on the field stands mr. hernandez did not get both feet on the ground in time
11765,95863,img/95863.png,0,there they go down there
118,84269,img/84269.png,1,just ordered the new anne frank puzzle
725,18203,img/18203.png,1,"dont you care about my future? stop the ""refugee"" invasion"
8421,16248,img/16248.png,1,for the many not the jew
2533,43197,img/43197.png,0,you can hide but you can't run
3008,42961,img/42961.png,0,martin luther king jr rallying the community (1963)
8258,16573,img/16573.png,0,got a new slow cooker
761,65124,img/65124.png,0,"hmmm... who shall i arrest first brennan, clapper, comey or obama? hillary first!!"
9142,3745,img/03745.png,1,your order comes to $37.50 and your white privilege discount brings the total to $37.50
12305,96370,img/96370.png,0,if you hold it up to your ear you can hear police sirens
3476,9268,img/09268.png,1,incest never goes wrong
11828,75406,img/75406.png,0,i love to fix my daughters hair
4069,79681,img/79681.png,0,"hahahaha this sucks, man"
10497,68230,img/68230.png,1,so you say 12 russians can influence an election but 25 million illegal aliens in the usa cant ?
9349,67435,img/67435.png,1,when you ask a jewish girl for her number and she starts rolling her sleeve
3906,27503,img/27503.png,0,when you shit an anaconda and feel the last inch disconnect from your soul
12065,49180,img/49180.png,0,who ya gonna call? goat fuckers
11205,5192,img/05192.png,1,met a jewish girl and she asked me for my number i told her we use names here
1432,83061,img/83061.png,0,only josh can prevent wildfires dammit josh you had one job
444,92450,img/92450.png,0,to bad i don't speak peasant .!
5471,7261,img/07261.png,1,so you are telling me american gypsies are just white trash
5517,98016,img/98016.png,1,thanks to john deere black lives haven't mattered for a long time
6269,24730,img/24730.png,0,feeling like a bad mom? quokkas toss their babies at predators so they can escape
70,40832,img/40832.png,0,taking photo with a mosque
9453,85621,img/85621.png,0,"no, that's not his daughter... that's his wife! yet the world is silent.."
12449,73054,img/73054.png,0,"note to americans: we behead our own so keep on ""tolerating us"" until we take over your country"
3052,30561,img/30561.png,1,sends 6 million to heaven knows jews are god's chosen people
2314,69518,img/69518.png,1,you can see black lives matter
2308,41795,img/41795.png,0,"happy birthday believe me, i am the best and greatest at wishing you a happy birthday"
10759,75084,img/75084.png,1,"meanwhile in pakistan hello abdul, also i'm pregnant"
12255,30581,img/30581.png,0,when your little bomber brings home his first girlfriend
9075,16843,img/16843.png,0,what if we used our brains o promote happiness? t then all will be happy
5297,75498,img/75498.png,1,once you go black you deserve it
7330,96820,img/96820.png,0,i love listening to music
10438,59031,img/59031.png,1,how to get stoned without smoking weed
10207,8567,img/08567.png,1,"to see better, asians sometime switch to fullscreen veiw"
8546,65403,img/65403.png,1,money is evil give it to us
1028,37825,img/37825.png,0,stop confusing illegal aliens with immigrants
11268,20975,img/20975.png,1,when your dad comes to career day and starts handing out mixtapes
11474,36051,img/36051.png,0,one of these is not like the others
9046,69015,img/69015.png,0,xboxone farming 1619 simulator
5161,48203,img/48203.png,0,3d visualization of atomic bomb
12223,89173,img/89173.png,0,japanese citizen watches as nuke drops on the 9th of august 1945 (colorized)
9000,76432,img/76432.png,0,you thinking what i'm thinking?
9016,68452,img/68452.png,0,i'm gonna put yo face in some dough and make gorilla cookies
9321,28406,img/28406.png,0,when she gives you that look
10910,97241,img/97241.png,1,"roses are black, violets are black everything is black, i can't see"
5405,36470,img/36470.png,0,made rice krispies way before kellogg's
7216,6513,img/06513.png,0,smile no matter what your going through
3704,4915,img/04915.png,0,they want this not beause they love you they need to mix breed to preserve their species
10587,10536,img/10536.png,1,puzzle level expert
3633,30692,img/30692.png,1,cameraman: i don't understan- psychic kid: trust me this will be really funny someday
4150,92143,img/92143.png,0,when you eat her ass and then she say that she don't suck dick... wayment
10308,24756,img/24756.png,1,met a jewish girl and she asked me for my number i told her we use names here
5420,65129,img/65129.png,0,mixed vegetables
